anio,conglome,vivienda,hogar,codperso,p207,p207_label,p208a,p301a,p301a_label,p301a1,p301a1_label,p505r4,p505r4_label,txt505,txt505b,p506r4,p506r4_label,txt506,p507,p507_label,p510,p510_label,txt505_clean,txt505b_clean,txt506_clean,texto_final,texto_concatenado,label_id,predicted_label,true_label,confidence
2021,017339,128,11,02,2,mujer,31,8.0,superior no universitaria completa,342025.0,contabilidad,3313,técnicos en contabilidad,ASISTENTE CONTABLE,REGISTRAR COMPROBANTES BOLETAS FACTURAS  REALIZAR DECLARACION DE IMPUE,7730,"alquiler y arrendamiento de otros tipos de maquinarias, equipos y bienes tangibles",ALQUILER DE CAMION CISTERNA DE COMBUSTIBLE,3.0,empleado,6.0,empresa o patrono privado,asistente contable,registrar comprobantes boletas facturas realizar declaración de impune,alquiler de camión cisterna de combustible,asistente contable registrar comprobantes boletas facturas realizar declaración de impune alquiler de camión cisterna de combustible,"asistente contable registrar comprobantes boletas facturas realizar declaración de impune alquiler de camión cisterna de combustible , edad: 31 años , educación: superior no universitaria completa , desempeño: empleado",128.0,4417,3313,0.9475239
2020,011301,001,11,01,1,hombre,77,3.0,primaria incompleta,,,8152,operadores de telares y otras máquinas tejedoras,TEJEDOR DE FRAZADA DE LANA EN TELAR RUSTICO,ARMAR TELAR COLOCAR LANA TEJER DAR ACABADO A LA FRAZADA,1392,"fabricación de artículos confeccionados con textiles, excepto prendas de vestir",TEJIDO DE FRAZADA DE LANA EN TELAR RUSTICO EN VIVIENDA,2.0,trabajador independiente,,<NA>,tejedor de frazada de lana en telar rustico,armar telar colocar lana tejer dar acabado a la frazada,tejido de frazada de lana en telar rustico en vivienda,tejedor de frazada de lana en telar rustico armar telar colocar lana tejer dar acabado a la frazada tejido de frazada de lana en telar rustico en vivienda,"tejedor de frazada de lana en telar rustico armar telar colocar lana tejer dar acabado a la frazada tejido de frazada de lana en telar rustico en vivienda , edad: 77 años , educación: primaria incompleta , desempeño: trabajador independiente",293.0,7355,8152,0.5882959
2024,015014,082,11,01,2,mujer,31,6.0,secundaria completa,,,9412,ayudantes de cocina,AYUDANTE DE PREPARADORA VENDEDORA DE JUGO QUEQUE QUINUA MACA,COMPRAR INSUMO PREPARAR JUGO QUEQUE ATENDER COBRAR DAR VUELTO A CLIENT,5630,actividades vinculadas al servicio de bebidas,PREPARACION VENTA DE JUGO QUEQUE QUINUA MACA EN PUESTO FIJO DE MERCADO,3.0,empleado,6.0,empresa o patrono privado,ayudante de preparadora vendedora de jugo queque quinua maca,comprar insumo preparar jugo queque atender cobrar dar vuelto a client,preparación venta de jugo queque quinua maca en puesto fijo de mercado,ayudante de preparadora vendedora de jugo queque quinua maca comprar insumo preparar jugo queque atender cobrar dar vuelto a client preparación venta de jugo queque quinua maca en puesto fijo de mercado,"ayudante de preparadora vendedora de jugo queque quinua maca comprar insumo preparar jugo queque atender cobrar dar vuelto a client preparación venta de jugo queque quinua maca en puesto fijo de mercado , edad: 31 años , educación: secundaria completa , desempeño: empleado",333.0,5120,9412,0.6445386
2024,016367,011,11,03,1,hombre,40,10.0,superior universitaria completa,331056.0,administración de negocios turisticos,2421,analistas de gestión y organización,GESTIONADOR,PROGRAMAR GUIAS REALIZAR ITINERARIOS DE LOS PASAJEROS,7912,actividades de operadores turísticos,AGENCIA DE TURISMO,3.0,empleado,6.0,empresa o patrono privado,gestionador,programar guías realizar itinerarios de los pasajeros,agencia de turismo,gestionador programar guías realizar itinerarios de los pasajeros agencia de turismo,"gestionador programar guías realizar itinerarios de los pasajeros agencia de turismo , edad: 40 años , educación: superior universitaria completa , desempeño: empleado",69.0,3339,2421,0.11209409
2022,017055,029,11,01,2,mujer,54,6.0,secundaria completa,,,7353,patronistas y cortadores de tela y afines,CORTADORA DE PRENDA DE VESTIR,DOBLAR PRENDA DE VESTIR,7830,otros suministros de recursos humanos,SERVICE DE PERSONAL TEXTIL,4.0,obrero,6.0,empresa o patrono privado,cortadora de prenda de vestir,doblar prenda de vestir,service de personal textil,cortadora de prenda de vestir doblar prenda de vestir service de personal textil,"cortadora de prenda de vestir doblar prenda de vestir service de personal textil , edad: 54 años , educación: secundaria completa , desempeño: obrero",261.0,7354,7353,0.8799377
2023,015356,007,11,01,1,hombre,89,5.0,secundaria incompleta,,,6121,criadores y trabajadores calificados de ganado,PRODUCTOR PECUARIO,CUIDAR ALIMENTAR AVES DE CORRAL,0146,cría  de  aves de corral,CRIANZA DE AVES DE CORRAL,2.0,trabajador independiente,,<NA>,productor pecuario,cuidar alimentar aves de corral,crianza de aves de corral,productor pecuario cuidar alimentar aves de corral crianza de aves de corral,"productor pecuario cuidar alimentar aves de corral crianza de aves de corral , edad: 89 años , educación: secundaria incompleta , desempeño: trabajador independiente",216.0,6122,6121,0.9790339
2022,020269,059,11,01,1,hombre,41,8.0,superior no universitaria completa,524025.0,electricidad industrial,3113,técnico en electricidad,TECNICO INSTALADOR DE CAMARA DE SEGURIDAD,INSTALAR CAMARA DE SEGURIDAD,8010,actividades de seguridad privada,SERVICIO DE INSTALACIÓN DE CAMARA DE SEGURIDAD EN EL DOMICILIO DE LOS,2.0,trabajador independiente,,<NA>,tecnico instalador de camara de seguridad,instalar camara de seguridad,servicio de instalación de camara de seguridad en el domicilio de los,tecnico instalador de camara de seguridad instalar camara de seguridad servicio de instalación de camara de seguridad en el domicilio de los,"tecnico instalador de camara de seguridad instalar camara de seguridad servicio de instalación de camara de seguridad en el domicilio de los , edad: 41 años , educación: superior no universitaria completa , desempeño: trabajador independiente",91.0,3114,3113,0.53225064
2022,018592,006,11,02,2,mujer,36,8.0,superior no universitaria completa,331205.0,administración y finanzas,4221,empleados de agencias de viajes,VENDEDORA DE PASAJE AEREO,VENDER OFRECER PASAJE,7911,actividades de agencias de viajes,VENTA DE PASAJE AEREO EN TIENDA,2.0,trabajador independiente,,<NA>,vendedora de pasaje aereo,vender ofrecer pasaje,venta de pasaje aereo en tienda,vendedora de pasaje aereo vender ofrecer pasaje venta de pasaje aereo en tienda,"vendedora de pasaje aereo vender ofrecer pasaje venta de pasaje aereo en tienda , edad: 36 años , educación: superior no universitaria completa , desempeño: trabajador independiente",166.0,4323,4221,0.38079977
2024,019375,105,11,02,1,hombre,43,6.0,secundaria completa,,,7411,electricistas y afines,INSTALADOR DE INTERNET A DOMICILIO,INSTALAR CONECTAR INTERNET A DOMICILIO,6110,actividades de telecomunicaciones por cable,EMPRESA DE DOTACION DE PERSONAL SERVICE CERTEL,4.0,obrero,6.0,empresa o patrono privado,instalador de internet a domicilio,instalar conectar internet a domicilio,empresa de dotación de personal service cartel,instalador de internet a domicilio instalar conectar internet a domicilio empresa de dotación de personal service cartel,"instalador de internet a domicilio instalar conectar internet a domicilio empresa de dotación de personal service cartel , edad: 43 años , educación: secundaria completa , desempeño: obrero",270.0,7422,7411,0.92039317
2024,017760,115,11,05,1,hombre,30,5.0,secundaria incompleta,,,7354,"bordadores, reparadores y ayudantes de costura",CONFECCCIONISTA DE CAMISAS,CONFECCIONAR CAMISAS,1410,"fabricación de prendas de vestir, excepto prendas de peletería",CONFECCIONES DE BLUSAS Y CAMISAS,1.0,empleador o patrono,,<NA>,confecccionista de camisas,confeccionar camisas,confecciones de blusas y camisas,confecccionista de camisas confeccionar camisas confecciones de blusas y camisas,"confecccionista de camisas confeccionar camisas confecciones de blusas y camisas , edad: 30 años , educación: secundaria incompleta , desempeño: empleador o patrono",262.0,7352,7354,0.9887657
2023,019699,020,11,01,1,hombre,39,8.0,superior no universitaria completa,611115.0,producción agropecuaria,6113,"agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines",VIVERISTA,PREPARAR TIERRA INJERTAR REPICAR VENDER COBRAR,0130,propagación de plantas,CULTIVO DE PLANTA ORNAMENTAL,2.0,trabajador independiente,,<NA>,viverista,preparar tierra injertar repicar vender cobrar,cultivo de planta ornamental,viverista preparar tierra injertar repicar vender cobrar cultivo de planta ornamental,"viverista preparar tierra injertar repicar vender cobrar cultivo de planta ornamental , edad: 39 años , educación: superior no universitaria completa , desempeño: trabajador independiente",214.0,9212,6113,0.2525449
2024,018604,157,11,03,1,hombre,49,7.0,superior no universitaria incompleta,441085.0,computacion,9629,otras ocupaciones elementales,DISEÑADOR GRAFICO,ELABORAR AFICHES VOLANTES LOGOTIPOS,7410,actividades especializadas de diseño,SERVICIO DE DISEÑO GRAFICO EN VIVIENDA,2.0,trabajador independiente,,<NA>,diseñador grafico,elaborar afiches volantes logotipos,servicio de diseño grafico en vivienda,diseñador grafico elaborar afiches volantes logotipos servicio de diseño grafico en vivienda,"diseñador grafico elaborar afiches volantes logotipos servicio de diseño grafico en vivienda , edad: 49 años , educación: superior no universitaria incompleta , desempeño: trabajador independiente",356.0,2166,9629,0.9830655
2020,006705,056,11,01,1,hombre,54,6.0,secundaria completa,,,5213,vendedores en kiosco fijo y puestos de mercado,VENDEDOR DE ROPA INTERIOR GORRO SOMBRERO JUGUETE MOCHILA,VENDER ATENDER AL PUBLICO,4782,"venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados",VENTA DE ROPA INTERIOR GORRO SOMBRERO JUGUETE MOCHILA POR MENOR EN LOC,2.0,trabajador independiente,,<NA>,vendedor de ropa interior gorro sombrero juguete mochila,vender atender al publico,venta de ropa interior gorro sombrero juguete mochila por menor en loc,vendedor de ropa interior gorro sombrero juguete mochila vender atender al publico venta de ropa interior gorro sombrero juguete mochila por menor en loc,"vendedor de ropa interior gorro sombrero juguete mochila vender atender al publico venta de ropa interior gorro sombrero juguete mochila por menor en loc , edad: 54 años , educación: secundaria completa , desempeño: trabajador independiente",194.0,5212,5213,0.99767596
2021,017140,141,11,04,2,mujer,23,9.0,superior universitaria incompleta,511026.0,ingeniería de sistemas,3511,técnicos en operaciones de tecnología de la información y las comunicaciones,ASISTENTE INFORMATICO,REALIZAR CONSULTA INGRESO DE DATOS EN SISTEMA INFORMATICO,8530,enseñanza superior,SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION,3.0,empleado,2.0,administración pública,asistente informatico,realizar consulta ingreso de datos en sistema informatico,servicio nacional de capacitación para la industria de la construccion,asistente informatico realizar consulta ingreso de datos en sistema informatico servicio nacional de capacitación para la industria de la construccion,"asistente informatico realizar consulta ingreso de datos en sistema informatico servicio nacional de capacitación para la industria de la construccion , edad: 23 años , educación: superior universitaria incompleta , desempeño: empleado",151.0,3513,3511,0.42702043
2024,019203,111,11,01,1,hombre,65,10.0,superior universitaria completa,521046.0,ingeniería industrial,3512,técnicos en asistencia al usuario de tecnología de la información y las comunicaciones,INFORMATICO,CREAR PROGRAMA INFORMATICO,8530,enseñanza superior,ENSE ANZA SUPERIOR UNIVERSITARIA PARTICULAR,3.0,empleado,6.0,empresa o patrono privado,informatico,crear programa informatico,ense anza superior universitaria particular,informatico crear programa informatico ense anza superior universitaria particular,"informatico crear programa informatico ense anza superior universitaria particular , edad: 65 años , educación: superior universitaria completa , desempeño: empleado",152.0,2512,3512,0.3048736
2020,010062,102,11,01,1,hombre,43,8.0,superior no universitaria completa,221015.0,artes plasticas y visuales,8342,operadores de máquinas de movimiento de tierras y afines,OPERADOR DE MAQUINARIA PESADA GRUA,TRANSPORTAR EQUIPOS DE MAQUINARIAS PESADAS E INSUMOS,0729,extracción de otros minerales metalíferos no ferrosos,EXPLOTACIÓN DE ORO ATAJO ABIERTO,3.0,empleado,6.0,empresa o patrono privado,operador de maquinaria pesada grua,transportar equipos de maquinarias pesadas e insumos,explotación de oro atajo abierto,operador de maquinaria pesada grua transportar equipos de maquinarias pesadas e insumos explotación de oro atajo abierto,"operador de maquinaria pesada grua transportar equipos de maquinarias pesadas e insumos explotación de oro atajo abierto , edad: 43 años , educación: superior no universitaria completa , desempeño: empleado",309.0,8343,8342,0.4144725
2021,018753,117,11,02,2,mujer,36,7.0,superior no universitaria incompleta,611035.0,agropecuaria,9629,otras ocupaciones elementales,AYUDANTE DE REPARADOR MANTENIMIENTO DE COMPUTADORAS LAPTOS IMPRESIONES,ATENDER AL PUBLICO,9511,reparación de computadoras y equipo periférico,SERVICIO DE REPARACION MANTENIMIENTO DE COMPUTADORAS LAPTO IMPRESIONES,5.0,trabajador familiar no remunerado,,<NA>,ayudante de reparador mantenimiento de computadoras laptos impresiones,atender al publico,servicio de reparación mantenimiento de computadoras apto impresiones,ayudante de reparador mantenimiento de computadoras laptos impresiones atender al publico servicio de reparación mantenimiento de computadoras apto impresiones,"ayudante de reparador mantenimiento de computadoras laptos impresiones atender al publico servicio de reparación mantenimiento de computadoras apto impresiones , edad: 36 años , educación: superior no universitaria incompleta , desempeño: trabajador familiar no remunerado",356.0,7421,9629,0.5311246
2021,008997,023,11,01,1,hombre,35,9.0,superior universitaria incompleta,621016.0,medicina veterinaria,3240,técnicos y asistentes veterinarios,VETERINARIO,DOSIFICAR DESPARACITAR PONER VITAMINA RRALIZAR CIRUGIA MENOR A VACUNO,0162,actividades de apoyo a la ganadería,SERVICIO DE DOSICICACION DESPARACITACION DE GANADO VACUNO OVINO EN DOM,2.0,trabajador independiente,,<NA>,veterinario,dosificar desparacitar poner vitamina realizar cirugia menor a vacuno,servicio de dosicicacion desparacitacion de ganado vacuno ovino en dom,veterinario dosificar desparacitar poner vitamina realizar cirugia menor a vacuno servicio de dosicicacion desparacitacion de ganado vacuno ovino en dom,"veterinario dosificar desparacitar poner vitamina realizar cirugia menor a vacuno servicio de dosicicacion desparacitacion de ganado vacuno ovino en dom , edad: 35 años , educación: superior universitaria incompleta , desempeño: trabajador independiente",120.0,2240,3240,0.77436924
2022,017980,057,11,01,1,hombre,28,11.0,maestria/doctorado,341026.0,economia,3317,técnicos en economía y afines,ASISTENTE DE ECONÓMIA,ANÁLISAR DATOS ECONÓMICOS ELABORAR DOCUMENTO DE INVESTIGACIÓN ECONÓMIC,8413,regulación y facilitación de la actividad económica,MINISTERIO DE ECONOMIA,3.0,empleado,2.0,administración pública,asistente de económica,análisar datos económicos elaborar documento de investigación económica,ministerio de economia,asistente de económica análisar datos económicos elaborar documento de investigación económica ministerio de economia,"asistente de económica análisar datos económicos elaborar documento de investigación económica ministerio de economia , edad: 28 años , educación: maestría o doctorado , desempeño: empleado",132.0,4311,3317,0.30407608
2020,006126,151,11,01,1,hombre,40,10.0,superior universitaria completa,525036.0,ingeniería electronica - mecatronica,5211,vendedores mayoristas,PROMOTOR DE VENTAS,OFRECER MARKETEAR PRODUCTOS,4649,venta al por mayor de otros enseres domésticos,VENTA DE ARTÍCULOS DE LIMPIEZA POR MAYOR EN TIENDA,3.0,empleado,6.0,empresa o patrono privado,promotor de ventas,ofrecer marketear productos,venta de artículos de limpieza por mayor en tienda,promotor de ventas ofrecer marketear productos venta de artículos de limpieza por mayor en tienda,"promotor de ventas ofrecer marketear productos venta de artículos de limpieza por mayor en tienda , edad: 40 años , educación: superior universitaria completa , desempeño: empleado",192.0,3322,5211,0.9945722
2021,009980,081,11,02,2,mujer,41,8.0,superior no universitaria completa,611115.0,producción agropecuaria,2351,especialistas en métodos pedagógicos,PROMOTORA DE EDUCACION INICIAL,REALIZA MATRICULA LLAMAR A LOS PADRES DE FAMILIA PARA HACER SEGUIMIENT,8510,enseñanza pre-escolar (inicial) y primaria,PRONOEI,3.0,empleado,2.0,administración pública,promotora de educación inicial,realiza matricula llamar a los padres de familia para hacer seguimiento,pronoei,promotora de educación inicial realiza matricula llamar a los padres de familia para hacer seguimiento pronoei,"promotora de educación inicial realiza matricula llamar a los padres de familia para hacer seguimiento pronoei , edad: 41 años , educación: superior no universitaria completa , desempeño: empleado",63.0,2342,2351,0.98868424
2022,018988,040,11,06,1,hombre,17,6.0,secundaria completa,,,9629,otras ocupaciones elementales,AYUDANTE EN VIDRIERA,ATENDER  CLIENTES ANOTAR PEDIDOS,4752,"venta al por menor de artículos de ferretería, pinturas y productos de vidrio en almacenes especializados",VENTA DE VIDRIOS AL POR MENOR SERVICIOS DE COLOCACIÓN DE VIDRIOS EN VE,5.0,trabajador familiar no remunerado,,<NA>,ayudante en vidriera,atender clientes anotar pedidos,venta de vidrios al por menor servicios de colocación de vidrios en ve,ayudante en vidriera atender clientes anotar pedidos venta de vidrios al por menor servicios de colocación de vidrios en ve,"ayudante en vidriera atender clientes anotar pedidos venta de vidrios al por menor servicios de colocación de vidrios en ve , edad: 17 años , educación: secundaria completa , desempeño: trabajador familiar no remunerado",356.0,5212,9629,0.34656587
2024,015230,079,11,01,1,hombre,64,6.0,secundaria completa,,,7322,ebanistas y afines,PERSONAL DE MANTENIMIENTO DE CARPINTERIA,DAR MANTENIMIENTO DE PUERTAS VENTANAS MUEBLES DE MADERA,8610,actividades de hospitales,CLINICA PARTICULAR,4.0,obrero,6.0,empresa o patrono privado,personal de mantenimiento de carpinteria,dar mantenimiento de puertas ventanas muebles de madera,clinica particular,personal de mantenimiento de carpinteria dar mantenimiento de puertas ventanas muebles de madera clinica particular,"personal de mantenimiento de carpinteria dar mantenimiento de puertas ventanas muebles de madera clinica particular , edad: 64 años , educación: secundaria completa , desempeño: obrero",253.0,7113,7322,0.9767853
2024,018289,063,11,08,1,hombre,36,8.0,superior no universitaria completa,714035.0,enfermeria tecnica,7126,instaladores de vidrio y cristaleros,OPERARIO DE ARMADO VIDRIOS DE ALTA TECNOLOGIA,SISTEMA DE ARMADO DE VIDRIO DE ALTA TECNOLOGIA CALIBRACION,2310,fabricación de vidrio y productos de vidrio,FABRICACION DE VIDRIOS DE ALTA TECNOLOGIA,4.0,obrero,6.0,empresa o patrono privado,operario de armado vidrios de alta tecnologia,sistema de armado de vidrio de alta tecnologia calibración,fabricación de vidrios de alta tecnologia,operario de armado vidrios de alta tecnologia sistema de armado de vidrio de alta tecnologia calibración fabricación de vidrios de alta tecnologia,"operario de armado vidrios de alta tecnologia sistema de armado de vidrio de alta tecnologia calibración fabricación de vidrios de alta tecnologia , edad: 36 años , educación: superior no universitaria completa , desempeño: obrero",234.0,8181,7126,0.67558414
2020,008478,032,11,01,1,hombre,53,10.0,superior universitaria completa,331036.0,administración de empresas,3124,"supervisores de abastecimiento, distribución y afines",SUPERVISOR DE PERSONAL,SUPERVISAR LOS TRABAJOS DIARIOS DEL PERSONAL EN CAMPO DE LA MECANICA,0729,extracción de otros minerales metalíferos no ferrosos,EXTRACCIÓN DE MINERAL COBRE Y MOLIBDENO,3.0,empleado,6.0,empresa o patrono privado,supervisor de personal,supervisar los trabajos diarios del personal en campo de la mecanica,extracción de mineral cobre y molibdeno,supervisor de personal supervisar los trabajos diarios del personal en campo de la mecanica extracción de mineral cobre y molibdeno,"supervisor de personal supervisar los trabajos diarios del personal en campo de la mecanica extracción de mineral cobre y molibdeno , edad: 53 años , educación: superior universitaria completa , desempeño: empleado",100.0,3121,3124,0.39600182
2021,018494,066,33,01,2,mujer,38,3.0,primaria incompleta,,,5212,vendedores minoristas en tiendas y establecimientos (excepto kioscos y mercados),AYUDANTE VENDEDORA,LIMPIAR CEBOLLA CHINA,4721,venta al por menor de alimentos en almacenes especializados,VENTA DE CEBOLLA CHINA,3.0,empleado,6.0,empresa o patrono privado,ayudante vendedora,limpiar cebolla china,venta de cebolla china,ayudante vendedora limpiar cebolla china venta de cebolla china,"ayudante vendedora limpiar cebolla china venta de cebolla china , edad: 38 años , educación: primaria incompleta , desempeño: empleado",193.0,5213,5212,0.9167074
2022,019992,003,11,01,2,mujer,53,7.0,superior no universitaria incompleta,337025.0,secretariado ejecutivo,9333,peones de carga,ESTIBADOR,TRANSPORTAR EN CARRETA EL PESCADO  BOLEAR  LAMPEAR HIELO,0311,pesca marítima,EXTRACCION PESCA ARTESANAL,4.0,obrero,6.0,empresa o patrono privado,estibador,transportar en carreta el pescado bolear lampear hielo,extracción pesca artesanal,estibador transportar en carreta el pescado bolear lampear hielo extracción pesca artesanal,"estibador transportar en carreta el pescado bolear lampear hielo extracción pesca artesanal , edad: 53 años , educación: superior no universitaria incompleta , desempeño: obrero",330.0,9331,9333,0.9129332
2020,008754,166,11,08,1,hombre,30,6.0,secundaria completa,,,8322,"conductores de automóviles, taxis y camionetas",CHOFER DE AMBULANCIA,TRANSPORTAR PACIENTES COVID,8610,actividades de hospitales,HOSPITAL MINSA,4.0,obrero,2.0,administración pública,chofer de ambulancia,transportar pacientes covid,hospital minsa,chofer de ambulancia transportar pacientes covid hospital minsa,"chofer de ambulancia transportar pacientes covid hospital minsa , edad: 30 años , educación: secundaria completa , desempeño: obrero",305.0,8331,8322,0.7069777
2020,010306,135,11,02,2,mujer,38,6.0,secundaria completa,,,7513,"panaderos, pasteleros y confiteros",AYUDANTE DE PREPARADORA VENDEDORA DE TORTA,AYUDAR A ENTREGAR PEDIDO DE TORTA,1071,elaboración de productos de panadería,PREPARACIÓN VENTA DE TORTA ALFAJOR EN SU VIVIENDA,5.0,trabajador familiar no remunerado,,<NA>,ayudante de preparadora vendedora de torta,ayudar a entregar pedido de torta,preparación venta de torta alfajor en su vivienda,ayudante de preparadora vendedora de torta ayudar a entregar pedido de torta preparación venta de torta alfajor en su vivienda,"ayudante de preparadora vendedora de torta ayudar a entregar pedido de torta preparación venta de torta alfajor en su vivienda , edad: 38 años , educación: secundaria completa , desempeño: trabajador familiar no remunerado",278.0,9629,7513,0.42076507
2023,015552,091,11,01,1,hombre,57,10.0,superior universitaria completa,525016.0,ingeniería electronica,2152,ingenieros electrónicos,INGENIERO ELECTR?NICO,REVISAR DAR MANTENIMIENTO DE SISTEMA EL?CTRICO DE SURTIDOR DE COMBUSTI,3312,reparación y mantenimiento de maquinaria,SERVICIO DE MANTENIMIENTO DE APARATOS SURTIDORES DE COMBUSTIBLE PARA G,1.0,empleador o patrono,,<NA>,ingeniero electr?nico,revisar dar mantenimiento de sistema el?ctrico de surtidor de combusti,servicio de mantenimiento de aparatos surtidores de combustible para g,ingeniero electr?nico revisar dar mantenimiento de sistema el?ctrico de surtidor de combusti servicio de mantenimiento de aparatos surtidores de combustible para g,"ingeniero electr?nico revisar dar mantenimiento de sistema el?ctrico de surtidor de combusti servicio de mantenimiento de aparatos surtidores de combustible para g , edad: 57 años , educación: superior universitaria completa , desempeño: empleador o patrono",41.0,2144,2152,0.3388877
2021,019837,034,11,01,1,hombre,35,6.0,secundaria completa,,,9331,conductores de vehículos accionados a pedal o a mano,ESTIBADOR,CARGAR LA MERCADERIA,4923,transporte de carga por carretera,TRANSPORTE ROPA AL POR MAYOR EN CAMION,4.0,obrero,6.0,empresa o patrono privado,estibador,cargar la mercadería,transporte ropa al por mayor en camión,estibador cargar la mercadería transporte ropa al por mayor en camión,"estibador cargar la mercadería transporte ropa al por mayor en camión , edad: 35 años , educación: secundaria completa , desempeño: obrero",328.0,9333,9331,0.997951
2023,017515,205,11,01,1,hombre,42,6.0,secundaria completa,,,9313,peones de la construcción de edificios,PEON MINERO,PALANEAR TERRENO SACAR DESMONTE EN CARRETILLA,0729,extracción de otros minerales metalíferos no ferrosos,EXTRACCION DE ORO EN MINA,4.0,obrero,6.0,empresa o patrono privado,peón minero,planear terreno sacar desmonte en carretilla,extracción de oro en mina,peón minero planear terreno sacar desmonte en carretilla extracción de oro en mina,"peón minero planear terreno sacar desmonte en carretilla extracción de oro en mina , edad: 42 años , educación: secundaria completa , desempeño: obrero",325.0,9311,9313,0.9953994
2021,018859,042,11,01,1,hombre,46,7.0,superior no universitaria incompleta,526165.0,mecanica automotriz,7234,mecánicos y reparadores de máquinas agrícolas e industriales,MECANICO DE MAQUINARIA PESADA,REPARAR MOTORES DE MAQUINARIA PESADA,3312,reparación y mantenimiento de maquinaria,SERVICIO DE REPARACION DE VOLQUETE RETROESCAVADORA TRACTORES EN TALLER,1.0,empleador o patrono,,<NA>,mecanico de maquinaria pesada,reparar motores de maquinaria pesada,servicio de reparación de volquete retroescavadora tractores en taller,mecanico de maquinaria pesada reparar motores de maquinaria pesada servicio de reparación de volquete retroescavadora tractores en taller,"mecanico de maquinaria pesada reparar motores de maquinaria pesada servicio de reparación de volquete retroescavadora tractores en taller , edad: 46 años , educación: superior no universitaria incompleta , desempeño: empleador o patrono",247.0,7231,7234,0.6808382
2023,016355,068,11,01,1,hombre,46,6.0,secundaria completa,,,8112,operadores de instalaciones de procesamiento de minerales y rocas,BATEADOR DE ORO,SUMERGIR BATEA LAVAR ORO,0729,extracción de otros minerales metalíferos no ferrosos,EXTRACCIÓN Y EXPLOTACIÓN DE MINERALES,4.0,obrero,6.0,empresa o patrono privado,bateador de oro,sumergir batea lavar oro,extracción y explotación de minerales,bateador de oro sumergir batea lavar oro extracción y explotación de minerales,"bateador de oro sumergir batea lavar oro extracción y explotación de minerales , edad: 46 años , educación: secundaria completa , desempeño: obrero",285.0,9311,8112,0.4814347
2022,019834,077,11,03,2,mujer,24,10.0,superior universitaria completa,342056.0,contabilidad,2411,contadores,ASISTENTE CONTABLE,HACER DECLARACIONES ARCHIVAR,6920,"actividades de contabilidad, teneduría de libros y auditorías; asesoramiento en materia de impuestos",SERVICO DE ESTUDIO CONTABLE,3.0,empleado,6.0,empresa o patrono privado,asistente contable,hacer declaraciones archivar,servicio de estudio contable,asistente contable hacer declaraciones archivar servicio de estudio contable,"asistente contable hacer declaraciones archivar servicio de estudio contable , edad: 24 años , educación: superior universitaria completa , desempeño: empleado",67.0,4417,2411,0.97070944
2020,005181,107,11,03,1,hombre,52,6.0,secundaria completa,,,9629,otras ocupaciones elementales,LIMPIADOR DE VEHICULO,LIMPIAR VEHICULO COBRAR,9609,otras actividades de servicios  personales n.c.p.,SERVICIO DE LIMPIADO DE VEHICULO  EN DOMICILIO DE LOS CLIENTES,2.0,trabajador independiente,,<NA>,limpiador de vehiculo,limpiar vehiculo cobrar,servicio de limpiado de vehiculo en domicilio de los clientes,limpiador de vehiculo limpiar vehiculo cobrar servicio de limpiado de vehiculo en domicilio de los clientes,"limpiador de vehiculo limpiar vehiculo cobrar servicio de limpiado de vehiculo en domicilio de los clientes , edad: 52 años , educación: secundaria completa , desempeño: trabajador independiente",356.0,9122,9629,0.9022222
2023,010517,121,11,02,1,hombre,33,11.0,maestria/doctorado,331106.0,administración y gerencia,9629,otras ocupaciones elementales,GESTOR SOCIAL DE LA MUNICIPALIDAD,FISCALIZAR QUE SE ENTREGUE LAS RACIONES DE VASO DE LECHE  REVISAR PADR,8411,actividades de la administración pública en general,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,3.0,empleado,2.0,administración pública,gestor social de la municipalidad,fiscalizar que se entregue las raciones de vaso de leche revisar padre,municipalidad provincial de cajamarca,gestor social de la municipalidad fiscalizar que se entregue las raciones de vaso de leche revisar padre municipalidad provincial de cajamarca,"gestor social de la municipalidad fiscalizar que se entregue las raciones de vaso de leche revisar padre municipalidad provincial de cajamarca , edad: 33 años , educación: maestría o doctorado , desempeño: empleado",356.0,5412,9629,0.08428463
2023,020528,079,11,01,2,mujer,29,6.0,secundaria completa,,,7112,"mamposteros, tronzadores, labradores y grabadores de piedra",MOLEDORA DE MINERAL,MOLER LAVAR,0729,extracción de otros minerales metalíferos no ferrosos,VENTA EXTRACCION DE MINERAL ORO DE FORMA ARTESANAL,4.0,obrero,6.0,empresa o patrono privado,moledora de mineral,moler lavar,venta extracción de mineral oro de forma artesanal,moledora de mineral moler lavar venta extracción de mineral oro de forma artesanal,"moledora de mineral moler lavar venta extracción de mineral oro de forma artesanal , edad: 29 años , educación: secundaria completa , desempeño: obrero",227.0,8112,7112,0.5667575
